question,contexts,ground_truth,evolution_type,metadata,episode_done
Welche Vorteile bietet das Jobticket beim Carsharing-Anbieter cambio?,"['🚅 Jobticket\nWas kann das Jobticket?\nMit Einführung des Deutschlandtickets können wir das Job-Ticket nun für alle anbieten.dem KVB-\nDeutschlandticket als JobTicket könnt ihr deutschlandweit Bus und Bahn im Nahverkehr in der 2. Klasse\nnutzen.\xa0\nFür die Kölner Nutzer:\nDas KVB-Deutschlandticket-Modell auf der VRS-Chipkarte bieten Ihren Mitarbeitenden zusätzlich folgende\nVorteile:\n30 Freiminuten je Fahrt mit dem KVB-Rad\n90 Freiminuten je Woche für das KVB-Lastenrad\nVorteile beim Carsharing-Anbieter cambio (Wegfall der Anmeldegebühr von 30 Euro, 10% Rabatt auf den\nZeitpreis)\nAuch das KVB-On-Demand-Angebot Isi ist tagsüber inklusive.gibt es hier eine Änderung zum\nVorgängermodell:einer weiteren Person oder auch eines Fahrrads ist nun nicht mehr möglich.unter 6 Jahren\nkönnt ihr weiterhin mitnehmen.Kosten für das Job-Ticket werden von skillbyte voll übernommen.\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/jobticket.md.html\n1/1']",Das Jobticket bietet beim Carsharing-Anbieter cambio folgende Vorteile: Wegfall der Anmeldegebühr von 30 Euro und 10% Rabatt auf den Zeitpreis.,simple,"[{'source': './test_dataset/jobticket.md.pdf', 'file_path': './test_dataset/jobticket.md.pdf', 'page': 1, 'total_pages': 1, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093353+00'00'"", 'modDate': ""D:20240726093353+00'00'"", 'trapped': ''}]",True
"Warum wird empfohlen, in den ersten Wochen eines Projektes nicht aus dem EU-Ausland zu arbeiten?","['🏖️ Arbeiten aus dem Ausland\nMusst Du um Erlaubnis fragen um in EU-Ausland\nzu arbeiten?\nWir wollen, dass Du selbstbestimmt arbeitest und probieren, wo immer es geht, dass auch in unseren Prozessen\nund Vorgaben widerzuspiegeln. Wir haben volles Vertrauen in Dich und deiner Fähigkeit Entscheidungen so zu\ntreffen, dass sie auch das Wohl von skillbyte berücksichtigen.\nDu musst nicht um Erlaubnis fragen, um in EU-Ausland zu arbeiten. Eine Nachricht in Slack an Phillip mit dem\nInhalt wo fährst du hin & wie lange bist du ungefähr weg, reicht vollkommen aus.\nWas wirklich schön wäre ist, wenn du uns mit Fotos von deinem Aufenthalt eine Freude bereitest und sie mit uns\nteilst. Ist aber natürlich kein Muss ;)\nWas muss ich beachten, wenn ich aus dem EU-\nAusland arbeite?\nEs gibt einige Dinge die du beachten solltest, wenn du dich dafür entscheidest aus dem Ausland zu arbeiten.\nDiese wollten wir Dir gerne mitgeben.\nAchte auf Zeitverschiebungen\nWenn du in Griechenland, Portugal etc. bist, hast du eine Zeitverschiebung (auch wenn nur minimal). Bitte\nbeachte, dass deine Meetings zur deutschen Zeit stattfinden und du das mit in deine Tagesplanung\neinrechnest.\nStelle sicher, dass du eine Umwelt hast, in der du vernünftig arbeiten kannst\nEs ist wichtig, dass die Qualität deiner Arbeit nicht leidet, auch wenn du im Ausland bist. Such dir einen\nPlatz zum arbeiten, der zu dir passt & wo du dich\xa0konzentrieren kannst.\nGutes Internet\nDu brauchst für deine Arbeit, mindestens gutes Internet, eher sehr gutes Internet. Bitte beachte dass bei\ndeiner Auswahl deines Arbeitsplatzes und teste, wenn möglich, deine Internetverbindung bevor du dich\nentschließt dort deinen Arbeitstag zu verbringen.\nBist du angekommen im Projekt?\nUnserer Meinung nach ist es nicht besonders ratsam, in den ersten Wochen des Projektes aus dem EU-\nAusland zu arbeiten. Diese stellt meist die anspruchsvollste Zeit in einem Projekt dar und entscheidet\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/arbeiten-aus-dem-ausland.md.html\n1/2']","Es wird empfohlen, in den ersten Wochen eines Projektes nicht aus dem EU-Ausland zu arbeiten, da diese Zeit meist die anspruchsvollste in einem Projekt darstellt und entscheidend ist.",simple,"[{'source': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'file_path': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093348+00'00'"", 'modDate': ""D:20240726093348+00'00'"", 'trapped': ''}]",True
Was wird bezüglich des Feedbacks zum Newsletter erbeten?,"['Bei unserem 3. Termin mit Hays wegen GravityCV konnten wir weitere Fortschritte erzielen. Die neue\nAbteilung von Hays, das Digital Model Office, wird mit uns tiefer in das Thema GravityCV einsteigen.\nNächste Woche ist die Unterzeichnung eines gemeinsamen NDA geplant.\nWenn ihr Feedback zum Newsletter habt – ob zu kurz, zu lang, oder unnötig – lasst es uns bitte wissen.\nLiebe Grüße,\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/1-die-ersten-news.md.html\n2/2']","Es wird erbeten, Feedback zum Newsletter zu geben, ob er zu kurz, zu lang oder unnötig ist.",simple,"[{'source': './test_dataset/1-die-ersten-news.md.pdf', 'file_path': './test_dataset/1-die-ersten-news.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093344+00'00'"", 'modDate': ""D:20240726093344+00'00'"", 'trapped': ''}]",True
"Was sollte man beachten, wenn man aus dem Ausland arbeitet?","['🏖️ Arbeiten aus dem Ausland\nMusst Du um Erlaubnis fragen um in EU-Ausland\nzu arbeiten?\nWir wollen, dass Du selbstbestimmt arbeitest und probieren, wo immer es geht, dass auch in unseren Prozessen\nund Vorgaben widerzuspiegeln. Wir haben volles Vertrauen in Dich und deiner Fähigkeit Entscheidungen so zu\ntreffen, dass sie auch das Wohl von skillbyte berücksichtigen.\nDu musst nicht um Erlaubnis fragen, um in EU-Ausland zu arbeiten. Eine Nachricht in Slack an Phillip mit dem\nInhalt wo fährst du hin & wie lange bist du ungefähr weg, reicht vollkommen aus.\nWas wirklich schön wäre ist, wenn du uns mit Fotos von deinem Aufenthalt eine Freude bereitest und sie mit uns\nteilst. Ist aber natürlich kein Muss ;)\nWas muss ich beachten, wenn ich aus dem EU-\nAusland arbeite?\nEs gibt einige Dinge die du beachten solltest, wenn du dich dafür entscheidest aus dem Ausland zu arbeiten.\nDiese wollten wir Dir gerne mitgeben.\nAchte auf Zeitverschiebungen\nWenn du in Griechenland, Portugal etc. bist, hast du eine Zeitverschiebung (auch wenn nur minimal). Bitte\nbeachte, dass deine Meetings zur deutschen Zeit stattfinden und du das mit in deine Tagesplanung\neinrechnest.\nStelle sicher, dass du eine Umwelt hast, in der du vernünftig arbeiten kannst\nEs ist wichtig, dass die Qualität deiner Arbeit nicht leidet, auch wenn du im Ausland bist. Such dir einen\nPlatz zum arbeiten, der zu dir passt & wo du dich\xa0konzentrieren kannst.\nGutes Internet\nDu brauchst für deine Arbeit, mindestens gutes Internet, eher sehr gutes Internet. Bitte beachte dass bei\ndeiner Auswahl deines Arbeitsplatzes und teste, wenn möglich, deine Internetverbindung bevor du dich\nentschließt dort deinen Arbeitstag zu verbringen.\nBist du angekommen im Projekt?\nUnserer Meinung nach ist es nicht besonders ratsam, in den ersten Wochen des Projektes aus dem EU-\nAusland zu arbeiten. Diese stellt meist die anspruchsvollste Zeit in einem Projekt dar und entscheidet\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/arbeiten-aus-dem-ausland.md.html\n1/2']","Wenn du aus dem Ausland arbeitest, solltest du auf Zeitverschiebungen achten, sicherstellen, dass du eine geeignete Arbeitsumgebung hast, und gutes Internet zur Verfügung haben. Es ist auch ratsam, in den ersten Wochen eines Projektes nicht aus dem EU-Ausland zu arbeiten, da dies die anspruchsvollste Zeit darstellt.",simple,"[{'source': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'file_path': './test_dataset/arbeiten-aus-dem-ausland.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093348+00'00'"", 'modDate': ""D:20240726093348+00'00'"", 'trapped': ''}]",True
Welche Vorteile bietet der Wissensaustausch im Büro?,"['💙 Besuche in Köln\nWas genau ist damit gemeint?\nAls Remote Company lieben wir die Flexibilität und Effizienz, die wir durch das Arbeiten von überall aus\nerreichen können. Aber, wir wissen auch, dass echte, persönliche Treffen unbezahlbar sind!\nDeshalb haben wir beschlossen, euch die Möglichkeit zu geben, auch mal im Büro vorbeizuschauen – und das\nBeste daran? Wir übernehmen alle Kosten für eure Reise und eure Übernachtung!\nSollte euch also Zuhause die Decke auf den Kopf fallen, schreibt Phillip oder Michaela an, wir buchen\nUnterkunft und Zugticket & Lets go!\nFalls Du nach Absprache mit Phillip oder Michaela Deine Zugfahrt selbst buchst, beachte bitte die Regeln für\nDienstreisen.\nIn diesem Sinne:\xa0it remote, but don’t forget to meet!\nWarum machen wir das?\nWir haben eine tolle Unternehmenskultur, und wir wollen, dass du voll davon profitierst und daran teilhaben\nkannst! Deshalb laden wir dich herzlich ein, hin und wieder ins Büro zu kommen.\xa0\nWarum solltest du diese Chance nicht verpassen? Hier sind ein paar Gründe:\n1. Gemeinschaft erleben: Im Büro kannst du unsere \xa0Teamkultur spüren! Gemeinsames Lachen, fachsimpeln\nund quatschen – das ist einfach unbezahlbar.\n2. Echte Connections: Nichts geht über face-to-face Interaktionen! Persönliche Treffen stärken unsere\nBindung und lassen uns noch besser zusammenwachsen.\n3. Kreativität: Ideen sprudeln im persönlichen Austausch viel besser! Wir können gemeinsam brainstormen\nund so geniale Lösungen finden.\n4. Work-Life-Balance: Ein kleiner Tapetenwechsel kann Wunder wirken! Ab und zu im Büro zu sein, gibt dir\neine neue Perspektive und frische Energie.\n5. Wissensaustausch: Im Büro haben wir die perfekte Umgebung für spannende Workshops und Schulungen,\nbei denen du dein Wissen erweitern kannst.\nLass dir diese Gelegenheit nicht entgehen, Teil unserer Unternehmenskultur zu sein! Du bist ein wichtiger Teil\nunseres Teams, und wir freuen uns riesig darauf, dich persönlich zu sehen.\nAlso, pack deine Taschen und ab nach Kölle!\xa0\nWir sehen uns im Büro!\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/besuche-in-koln.md.html\n1/1']","Im Büro haben wir die perfekte Umgebung für spannende Workshops und Schulungen, bei denen du dein Wissen erweitern kannst.",simple,"[{'source': './test_dataset/besuche-in-koln.md.pdf', 'file_path': './test_dataset/besuche-in-koln.md.pdf', 'page': 1, 'total_pages': 1, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093349+00'00'"", 'modDate': ""D:20240726093349+00'00'"", 'trapped': ''}]",True
Was wird bezüglich des Feedbacks zum Newsletter erbeten?,"['Bei unserem 3. Termin mit Hays wegen GravityCV konnten wir weitere Fortschritte erzielen. Die neue\nAbteilung von Hays, das Digital Model Office, wird mit uns tiefer in das Thema GravityCV einsteigen.\nNächste Woche ist die Unterzeichnung eines gemeinsamen NDA geplant.\nWenn ihr Feedback zum Newsletter habt – ob zu kurz, zu lang, oder unnötig – lasst es uns bitte wissen.\nLiebe Grüße,\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/1-die-ersten-news.md.html\n2/2']","Es wird erbeten, Feedback zum Newsletter zu geben, ob er zu kurz, zu lang oder unnötig ist.",simple,"[{'source': './test_dataset/1-die-ersten-news.md.pdf', 'file_path': './test_dataset/1-die-ersten-news.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093344+00'00'"", 'modDate': ""D:20240726093344+00'00'"", 'trapped': ''}]",True
Welche Erstattungen erhält man für eine Dienstreise mit dem Auto?,"['✈️ Dienstreisen\nWas ist eine Dienstreise?\nDienstreisen kommen immer weniger vor bei skillbyte, dennoch kann es sein, dass Du mal eine machen musst.\nWir lehnen alle Angebote mit regelmäßiger vor Ort Zeit ab. Jedoch kann der Kunde durchaus verlangen, dass Du\nmal für ein wichtiges KickOff Meeting oder ein paar Tage für das Onboarding beim Kunden vor Ort bist. Solltest\nDu mehr vor Ort Zeit wollen beim Kunden, dann sag einfach Bescheid, andererseits gehen wir davon aus, dass\ndu es nicht möchtest.\nEine Dienstreise beschreibt deine Fahrt zum Kunden, welche immer mit einer vor Ort Zeit beim Kunden\nverbunden ist. Teil deiner Dienstreise sind oft auch Hotelübernachtungen. Selbstverständlich, trägt skillbyte alle\nKosten die für das Hotel und die Fahrt anfallen.\nDie Dienstreise kann nur dann als Arbeitszeit gelten, wenn Du während der Dienstreise arbeiten kannst und dem\nKunden dies auch in Rechnung stellen kannst.\nAnreise:\nWenn ihr mit der Bahn anreist und dabei arbeiten könnt, gilt die Reisezeit auch als Arbeitszeit. Reisen mit dem\nAuto zählen nicht als Arbeitszeit, ausser ihr werdet ausdrücklich dazu aufgefordert mit dem Auto anzureisen.\nAlso wenn ihr produktiv arbeitet, gilt die Reisezeit als Arbeitszeit, ansonsten nicht.\nErstattungen\nReist ihr mit dem Auto an, bekommt ihr die gesetzlich festgelegte Kilometerpauschale erstattet. Umfasst eure\nDienstreise Übernachtungen bekommt ihr hierfür den Verpflegungsmehraufwand erstattet. Hierbei handelt es\nsich auch um eine Pauschale, mit der Kosten für Verpflegung abgedeckt sind. Diese müsst ihr dann über\nSpendesk geltend machen. Dort bitte auch die Rechnung hochladen.\nDie Kosten werden euch dann spätestens mit der Gehaltszahlung erstattet\nRechnung für ein Ticket bei der Deutschen Bahn\nDie Rechnung für das Bahnticket kann man sich direkt auf der Buchungsbestätigungsseite runterladen. Hierzu\nbenötigt man auch keinen Account.\nDanach geht es nur noch mit Account (mit der selben e-Mailadresse wie bei der Buchung):\nLade Dir auf der Website im Bereich „Meine Reisen” das Rechnungsdokument zu Ihrem Auftrag über den\nButton „Rechnung als PDF” herunter.\nIn der App kannst Du im Bereich „Meine Reisen” das Rechnungsdokument zu Deinem Auftrag im Reiseplan\nunter dem Aktionsfeld “Weitere Aktionen” herunterladen.\nDie Rechnungsadresse:\nskillbyte GmbH Köln\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/dienstreisen.md.html\n1/2']","Reist ihr mit dem Auto an, bekommt ihr die gesetzlich festgelegte Kilometerpauschale erstattet.",simple,"[{'source': './test_dataset/dienstreisen.md.pdf', 'file_path': './test_dataset/dienstreisen.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093350+00'00'"", 'modDate': ""D:20240726093350+00'00'"", 'trapped': ''}]",True
"Wie solltest du vorgehen, wenn du Tickets und Hotel für deine Dienstreise buchen möchtest?","['Prozess für Kostenerstattung\nHier erfährst Du wie du die Kosten für eine Dienstreise zurückerstattest bekommst und wer dein\nAnsprechpartner ist. Die Kostenrückerstattungen laufen über Michaela. Es gibt zwei Möglichkeiten wie der\nProzess für die Kostenrückerstattung ablaufen.\nVariante 1\nZahlst Du Deine Tickets und dein Hotel (100€ Grenze pro Nacht), hebst die Belege (WICHTIG) und reichst sie\nbei Michaela ein.\nMichaela wird Dir dann die aufgewendete Summe erstatten und auf dein Konto überweisen.\nVariante 2\nGibst du Michaela Bescheid und schickst Ihr die Tickets und Hotel welches du für deine Dienstreise ausgesucht\nhast und bittest sie die jeweiligen Buchungen vorzunehmen.\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/dienstreisen.md.html\n2/2']","Wenn du Tickets und Hotel für deine Dienstreise buchen möchtest, solltest du Michaela Bescheid geben und ihr die Tickets und das Hotel, welches du ausgesucht hast, schicken. Bitte sie dann, die jeweiligen Buchungen vorzunehmen.",simple,"[{'source': './test_dataset/dienstreisen.md.pdf', 'file_path': './test_dataset/dienstreisen.md.pdf', 'page': 2, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093350+00'00'"", 'modDate': ""D:20240726093350+00'00'"", 'trapped': ''}]",True
Welche Vorteile bieten die vielfältigen Sportmöglichkeiten der Urban Sports Mitgliedschaft?,"['🥎 Urban-Sports Mitgliedschaft\nWas ist Urban Sports?\nDer Urban Sports Club ist eine Mitgliedschaftsplattform mit Zugang zu einer vielfältigen Auswahl an Sport- und\nFitnessaktivitäten an verschiedenen Standorten und Zeiten. Eine Mitgliedschaft ermöglicht es den Nutzern, ihre\nGesundheit zu fördern, neue Sportarten auszuprobieren und eine ausgewogene Work-Life-Balance zu erreichen.\nWas bringt Dir Urban Sports?\n1. Vielfältige Sportmöglichkeiten: Mit der Mitgliedschaft kannst du aus einer breiten Palette von Sportarten\nund Aktivitäten wählen. Entdecke neue Interessen und probiere verschiedene Aktivitäten aus, die dich\nbegeistern.\n2. Gesundheit und Wohlbefinden: Genieße die regelmäßige sportliche Betätigung, um deine körperliche\nGesundheit zu fördern und Stress abzubauen. Du wirst dich sowohl körperlich als auch mental besser\nfühlen.\n3. Flexibilität: Wähle aus vielen verschiedenen Standorten und Zeiten, um Sport in deinen Arbeitsalltag zu\nintegrieren und eine bessere Work-Life-Balance zu erreichen.\n4. Gemeinschaft und Teambuilding: Nutze die Möglichkeit, gemeinsam mit deinen Kollegen sportliche\nAktivitäten zu unternehmen. Das stärkt das Gemeinschaftsgefühl im Team und fördert den Zusammenhalt.\n5. Gesundheitsprävention: Durch die regelmäßige Bewegung und sportliche Betätigung kannst du aktiv\netwas für deine Gesundheit tun und das Risiko von krankheitsbedingten Fehlzeiten reduzieren.\n6. Neue Interessen entdecken: Mit Urban Sports Club hast du die Chance, dich sportlich auszuprobieren und\nneue Sportarten oder Aktivitäten zu entdecken, die du sonst vielleicht nicht ausprobiert hättest.\n7. Kostenersparnis: Die Mitgliedschaft bietet dir Zugang zu einer Vielzahl von Sportangeboten zu einem\nfesten monatlichen Beitrag. Dadurch kannst du im Vergleich zu einzelnen Mitgliedschaften in\nFitnessstudios oder Sportvereinen Kosten sparen.\nInsgesamt ist die Urban Sports Club-Mitgliedschaft eine tolle Zusatzleistung, die deine Lebensqualität verbessert\nund dich in deinem sportlichen Engagement unterstützt. Nutze diese Gelegenheit, um aktiv und gesund zu\nbleiben, während du gleichzeitig neue Sportarten und Aktivitäten entdeckst!\nskillbytes Angebot für Dich\nDen Anteil, der von skillbyte finanziert wird, findet Ihr auf eurer Abrechnung im Rahmen des Sachbezugs, dieser\nist steuer- und sozialversicherungsfrei.\nIhr könntet mit der Mitgliedschaft M starten, euren Anteil von 9,90 € würdet ihr direkt mit dem Urban Sports\nClub abrechnen. Weiterhin gibt es die Mitgliedschaft L, hier wäre euer Anteil 49,90 €, und die Mitgliedschaft\nXL, mit eurem Anteil von 79,90 €.\nDie Mindestlaufzeit beträgt einen Monat, mit einer Kündigungsfrist von einem Monat.\nBei Firmenkooperationen ist die Nut']","Die vielfältigen Sportmöglichkeiten der Urban Sports Mitgliedschaft bieten dir die Chance, aus einer breiten Palette von Sportarten und Aktivitäten zu wählen, neue Interessen zu entdecken und verschiedene Aktivitäten auszuprobieren, die dich begeistern.",simple,"[{'source': './test_dataset/urban-sports-mitgliedschaft.md.pdf', 'file_path': './test_dataset/urban-sports-mitgliedschaft.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093357+00'00'"", 'modDate': ""D:20240726093357+00'00'"", 'trapped': ''}]",True
Ab wann benötige ich ein Attest bei Krankheit?,"['🤒 Bei Krankheit\nBei wem & wann muss ich mich melden?\nKrank ist jeder mal! Wir wollen, dass Du Dich ausruhst wenn Du krank bist. Für uns ist es sehr wichtig, dass Du\nDich vollständig erholen kannst.\n1. Back Office und Teamleads\nMelde Dich bitte, sobald Du dich nicht in der Lage fühlst zu arbeiten, an Michaela ( personal@skillbyte.de\n), sodass wir Bescheid wissen. Deine Krankheitstage werden dann in Moco erfasst. Nimm bitte auch\ndein/e Teamleads mit in cc, wenn du dich krankmeldest.\nSobald du ein Attest hast und du somit weißt wie lange du ausfällst, teile es Michaela bitte mit.\n2. Beim Kunden\nNicht weniger wichtig ist es auch beim Kunden Bescheid zu geben, dass Du krank bist und das natürlich\nauch direkt von Tag 1 an. Damit der Kunde darüber informiert ist, dass Du das Projekt vorerst nicht weiter\nUnterstützen kann.\nSobald du ein Attest hast, teile bitte deine Ausfallzeit deinem Kunden mit, damit dieser vernünftig planen\nkann.\nAb wann brauche ich ein Attest?\nZum Arzt geht keiner gern… Jedoch brauchen wir ab einem gewissen Zeitpunkt ein Attest von dir.\nEin Attest brauchst du spätestens ab dem dritten Krankheitstag, jedoch behalten wir uns vor dies auch früher\nanzufordern. Meldest du dich am Freitag krank musst du Montag ein Attest vorlegen.\nBitte melde deine Krankheitstag dann auch an Michaela ( personal@skillbyte.de), weil wir es für unsere Back\nOffice Prozesse benötigen.\nRückmeldung (Wichtig)\nWenn du wieder Gesund bist…ist auch, dass du dich wieder zurückmeldest wenn du wieder gesund bist.auch\neine Nachricht an\xa0personal@skillbyte.de und an deinem Teamlead.du gerade aktiv im L&D bist, bitte auch eine\nkurze Rückmeldung an Kevin.\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/bei-krankheit.md.html\n1/1']","Ein Attest brauchst du spätestens ab dem dritten Krankheitstag, jedoch behalten wir uns vor, dies auch früher anzufordern.",simple,"[{'source': './test_dataset/bei-krankheit.md.pdf', 'file_path': './test_dataset/bei-krankheit.md.pdf', 'page': 1, 'total_pages': 1, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093349+00'00'"", 'modDate': ""D:20240726093349+00'00'"", 'trapped': ''}]",True
Unter welchen Bedingungen gilt die Reisezeit als Arbeitszeit während einer Dienstreise?,"['✈️ Dienstreisen\nWas ist eine Dienstreise?\nDienstreisen kommen immer weniger vor bei skillbyte, dennoch kann es sein, dass Du mal eine machen musst.\nWir lehnen alle Angebote mit regelmäßiger vor Ort Zeit ab. Jedoch kann der Kunde durchaus verlangen, dass Du\nmal für ein wichtiges KickOff Meeting oder ein paar Tage für das Onboarding beim Kunden vor Ort bist. Solltest\nDu mehr vor Ort Zeit wollen beim Kunden, dann sag einfach Bescheid, andererseits gehen wir davon aus, dass\ndu es nicht möchtest.\nEine Dienstreise beschreibt deine Fahrt zum Kunden, welche immer mit einer vor Ort Zeit beim Kunden\nverbunden ist. Teil deiner Dienstreise sind oft auch Hotelübernachtungen. Selbstverständlich, trägt skillbyte alle\nKosten die für das Hotel und die Fahrt anfallen.\nDie Dienstreise kann nur dann als Arbeitszeit gelten, wenn Du während der Dienstreise arbeiten kannst und dem\nKunden dies auch in Rechnung stellen kannst.\nAnreise:\nWenn ihr mit der Bahn anreist und dabei arbeiten könnt, gilt die Reisezeit auch als Arbeitszeit. Reisen mit dem\nAuto zählen nicht als Arbeitszeit, ausser ihr werdet ausdrücklich dazu aufgefordert mit dem Auto anzureisen.\nAlso wenn ihr produktiv arbeitet, gilt die Reisezeit als Arbeitszeit, ansonsten nicht.\nErstattungen\nReist ihr mit dem Auto an, bekommt ihr die gesetzlich festgelegte Kilometerpauschale erstattet. Umfasst eure\nDienstreise Übernachtungen bekommt ihr hierfür den Verpflegungsmehraufwand erstattet. Hierbei handelt es\nsich auch um eine Pauschale, mit der Kosten für Verpflegung abgedeckt sind. Diese müsst ihr dann über\nSpendesk geltend machen. Dort bitte auch die Rechnung hochladen.\nDie Kosten werden euch dann spätestens mit der Gehaltszahlung erstattet\nRechnung für ein Ticket bei der Deutschen Bahn\nDie Rechnung für das Bahnticket kann man sich direkt auf der Buchungsbestätigungsseite runterladen. Hierzu\nbenötigt man auch keinen Account.\nDanach geht es nur noch mit Account (mit der selben e-Mailadresse wie bei der Buchung):\nLade Dir auf der Website im Bereich „Meine Reisen” das Rechnungsdokument zu Ihrem Auftrag über den\nButton „Rechnung als PDF” herunter.\nIn der App kannst Du im Bereich „Meine Reisen” das Rechnungsdokument zu Deinem Auftrag im Reiseplan\nunter dem Aktionsfeld “Weitere Aktionen” herunterladen.\nDie Rechnungsadresse:\nskillbyte GmbH Köln\n26.07.24, 11:33\nfile:///home/andreas/Dokumente/Skillbyte/html/dienstreisen.md.html\n1/2']","Die Reisezeit gilt als Arbeitszeit, wenn Du während der Dienstreise arbeiten kannst und dem Kunden dies auch in Rechnung stellen kannst. Wenn ihr mit der Bahn anreist und dabei arbeiten könnt, gilt die Reisezeit auch als Arbeitszeit. Reisen mit dem Auto zählen nicht als Arbeitszeit, außer ihr werdet ausdrücklich dazu aufgefordert mit dem Auto anzureisen.",simple,"[{'source': './test_dataset/dienstreisen.md.pdf', 'file_path': './test_dataset/dienstreisen.md.pdf', 'page': 1, 'total_pages': 2, 'format': 'PDF 1.4', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Chromium', 'producer': 'Skia/PDF m126', 'creationDate': ""D:20240726093350+00'00'"", 'modDate': ""D:20240726093350+00'00'"", 'trapped': ''}]",True
